1000
Atoms. Timestep: 0
B 5.99997 12 7.99985
A 6.00002 12.0002 10.0002
B 6.00008 11.9998 12
A 5.99996 12 13.9998
B 5.99985 11.9998 15.9999
A 6.00013 11.9998 18.0002
A 5.99999 14.0001 19.9999
B 6.00005 14.0001 1.99992
B 5.99984 13.9998 3.99989
A 6.00004 13.9999 5.99979
B 5.99981 14.0001 8.00013
B 6 14.0001 10
A 5.99994 13.9998 12.0002
B 6.00021 14.0001 13.9999
B 6.00008 13.9999 16
B 5.99979 14.0001 18
A 6.00016 16.0002 7.00886e-05
A 5.99985 16.0002 2.00011
B 6.00012 15.9999 3.99996
B 6.00002 15.9999 5.9999
B 6.00024 16 8.00002
B 5.99988 15.9998 10.0002
B 5.9998 15.9999 12
B 5.99994 16.0001 13.9999
A 5.99976 15.9998 15.9999
B 5.99981 15.9999 18.0002
B 5.99982 17.9998 19.9999
A 6.00013 17.9999 2.00019
B 6.00014 18 3.99995
B 5.99981 18.0002 5.99979
A 5.99982 18.0002 8.00014
A 5.99986 18.0001 9.99976
A 5.99984 18.0001 12
A 6.00022 18 14.0002
A 5.99987 17.9999 16
A 5.99994 17.9998 18.0002
B 8.00006 0.000110032 19.9999
B 8.00015 0.000179968 2.00022
B 7.99991 20 4.00001
A 8.00022 19.9999 6.00015
B 8.00023 20 8.0002
B 7.99979 0.00021 10.0002
B 7.99988 20 12
B 7.99984 9e-05 13.9998
B 7.99985 4e-05 16.0001
A 8.0002 0.00011 17.9999
B 8.00002 2.00007 0.000119968
A 8.0001 2.00003 2.00023
A 8.00006 2.00012 4.00012
B 7.99977 2.00001 6.00012
B 7.99979 2.00003 7.99975
B 7.99991 1.9998 10.0001
A 7.99976 2.00002 11.9998
B 8.00007 1.99998 14.0002
B 8.00016 2.00007 16
B 8.00016 2.00018 18.0001
B 7.99985 4.0002 3.00321e-05
B 7.99979 3.99992 2.00023
A 7.99998 4.00015 4.00013
A 7.99991 3.99991 6.00002
A 8.00014 3.99994 8.00023
B 7.99981 3.99977 9.99985
A 7.99995 4.00018 12.0002
B 7.99997 4.0002 13.9999
A 8.0002 4.00023 16
A 8.00022 4.00014 17.9999
B 8.0001 6.00019 20
B 8.00017 6.00021 2.00015
B 8.00003 5.99998 4.00021
A 7.99992 6.00023 6.00025
A 7.99983 5.9999 8
A 8.00021 6.00022 9.99987
A 8.00003 6.00004 12.0001
B 8.00022 5.99985 14
A 7.9999 5.99983 16
A 8.0002 5.9998 17.9999
A 7.99985 8.00017 19.9997
A 7.99979 8.00013 2.00013
A 7.99985 7.99977 3.99993
A 8.00008 7.99982 6.00003
B 7.99979 7.99996 8.00022
A 8.00015 8.00024 10.0002
B 7.9998 7.99993 11.9998
B 7.99978 8.00024 14
A 8.00006 7.99983 16.0001
A 7.99999 8.00008 17.9998
B 8.00002 10.0001 3.21286e-08
B 8.0001 9.9999 1.99991
B 7.99976 10.0002 3.99987
B 7.99991 9.99992 6.00001
A 7.99994 10.0002 7.9999
A 7.99996 10 10.0002
B 7.99984 10.0002 12.0002
A 8.00004 10.0002 14.0002
B 7.99991 10 16
A 7.99982 10.0001 17.9999
B 7.99977 11.9999 20
B 7.99993 11.9999 2.00006
B 8.00003 11.9998 4.00006
A 7.99995 12.0001 6.00005
B 7.99981 11.9999 7.99977
B 8.00007 11.9998 9.99997
B 7.99977 12 12
A 8.00013 12 14
A 7.99984 12.0002 16.0002
B 7.99988 12 18
B 7.99988 14 19.9998
A 7.99978 14 1.99989
A 8.00023 14.0002 4.00006
A 8.00019 14 5.99978
A 8.00016 14.0002 7.99982
A 8.00016 13.9999 9.99985
A 8.00015 13.9998 12
A 7.99998 14 14.0001
A 8.00005 14 16
B 8.00005 14.0001 18.0002
A 7.99994 15.9998 0.000159911
B 7.99983 15.9999 2.00005
A 8.00018 16.0002 4.00007
A 8.00011 15.9998 6.00006
A 8.00001 15.9998 8.00009
A 8.00021 16.0001 10.0002
B 8.00012 16.0001 12.0002
A 8.00008 16.0002 13.9999
A 7.99995 16.0001 16.0002
A 7.9999 15.9998 17.9998
A 8.00025 17.9999 20
B 8.00001 18.0002 2.00019
A 8.00018 18.0001 3.99984
B 7.99989 18.0001 5.99993
B 7.99998 17.9998 7.99995
B 8.00003 18.0001 9.99997
B 7.99993 18.0002 12
B 7.99993 17.9999 13.9998
B 8.0001 18 16.0003
B 7.99981 17.9998 18
A 9.99997 2e-05 0.00023
B 10.0002 19.9999 1.99986
A 10.0002 0.00021 4.00016
B 9.99995 0.0002 5.99994
B 9.99993 19.9998 8.00002
A 9.99981 19.9999 9.99975
A 10.0002 0.000159911 11.9999
B 9.99994 19.9997 14.0001
B 9.99988 19.9999 16.0001
B 9.99988 19.9997 18.0001
A 9.99991 1.99988 4.99114e-05
B 10 2.00023 1.9998
B 9.9998 2 3.99982
A 10.0002 1.99996 5.99997
B 9.99998 1.99993 7.99997
A 9.99999 1.99978 9.99975
B 9.9999 2.00005 11.9999
A 9.99998 2.00013 14.0002
A 9.9999 2.00013 16.0002
A 10.0002 1.99989 18
B 10.0002 4.00015 19.9999
A 10.0001 3.99979 1.99984
A 9.99982 4.00023 3.99999
B 10.0001 3.99978 6.00007
A 10.0001 3.99995 7.99987
B 9.99999 4.00011 10
A 10.0001 4.00024 12
B 9.9998 3.99987 13.9998
B 9.99987 4.00004 16
A 10.0002 3.99983 18.0001
B 9.9998 6.00019 20
B 10.0001 6.00024 1.99987
B 9.99992 6.00022 4.00018
A 9.9998 5.99996 5.99983
A 9.99989 6.00007 8.00004
A 9.99991 6.00014 9.99993
A 10.0002 5.99997 12.0002
B 10 5.99998 14.0002
A 10.0002 5.99983 16
A 9.99979 6.00017 17.9999
B 10.0002 8.00016 20
A 10 7.99975 1.99992
B 10 8.00019 3.99985
B 10.0001 7.99975 5.99977
A 10.0001 7.99998 7.99984
B 9.99975 8.00016 9.99993
A 10.0001 8.00001 12
B 10.0002 8.00022 14.0002
A 10.0002 8.00019 16.0001
B 10 8.00014 18.0002
B 10 10.0002 0.00012
B 10 10.0001 1.99982
A 10.0002 10.0001 3.99987
B 10.0002 10.0002 6.00011
B 9.99992 10 8.00018
B 9.99991 10.0001 9.99983
A 10.0002 9.99994 11.9999
A 9.99988 9.99993 14.0001
A 10 10.0001 16.0001
B 10 10 18.0002
B 9.99998 12.0002 7.00321e-05
B 9.99982 11.9999 1.99985
B 9.99996 12 3.99992
A 10.0001 12 6.00004
A 9.99984 12.0001 8.00018
A 10.0001 12.0001 10.0001
B 9.99995 12 11.9999
A 10.0002 12.0002 14.0002
B 10.0002 12.0001 15.9999
A 9.99978 12 18.0002
B 10 13.9998 0.00021
A 10.0002 14.0002 2
B 10.0002 13.9999 4.00019
A 9.99996 14 5.99975
B 9.99985 13.9998 7.99985
B 10 14.0002 9.99983
A 10.0002 13.9998 12.0001
B 9.99978 13.9999 14
B 9.99981 13.9998 15.9998
A 10.0001 13.9998 18.0001
B 10.0001 16 0.000229968
A 10.0001 16.0001 2.00024
A 10.0002 16.0001 3.9998
B 10.0001 15.9999 6.00016
B 9.99992 16.0001 7.99999
B 10.0002 15.9998 9.99998
A 9.99986 16.0001 11.9999
B 10 16.0001 13.9999
A 9.99996 16 16.0001
B 10.0002 15.9998 17.9999
A 10 17.9998 0.000209911
B 9.99992 18 2.00013
B 10.0001 17.9998 4.00009
A 10.0002 17.9998 6.00021
A 10 18 7.99985
A 9.99989 18 10
A 9.99983 18.0002 11.9999
B 10.0002 18.0001 14.0002
B 10.0002 18 16.0001
A 9.99978 18.0001 18.0002
A 11.9999 4.00886e-05 19.9999
A 12.0001 19.9998 2.00014
B 11.9999 0.000249968 3.99999
A 12 19.9998 5.99989
B 12 0.00025 7.99982
B 11.9999 0.000169968 9.99976
A 12.0002 0.00011 12.0001
B 11.9999 0.0001 13.9998
B 11.9998 3.00321e-05 16
B 12 19.9998 18.0001
A 11.9999 2.00012 19.9998
A 12.0001 1.99995 1.99996
A 12.0002 1.99999 4.00023
A 11.9998 2.00024 6.00005
B 11.9998 1.99999 8.00008
A 12 1.99985 10.0001
B 12.0001 1.99981 12.0002
A 12.0002 1.99983 13.9998
B 12 2.00017 15.9999
A 12 2 18.0001
B 11.9998 3.99992 0.00018
A 11.9998 3.99987 1.99983
A 12.0001 4.00006 4.00011
B 11.9998 3.99991 5.99998
A 11.9999 4.00013 7.99987
B 11.9999 4.00019 9.99989
B 11.9998 4.00003 12.0001
B 12.0001 4.00024 14.0001
B 11.9999 4.00002 15.9999
A 12.0002 4.00025 18
B 11.9999 5.9998 19.9998
A 12.0002 5.99979 1.99984
B 12.0001 6.00003 3.99987
B 11.9999 6.00014 6.00023
A 11.9999 5.9998 7.99985
B 11.9998 5.99979 9.99999
A 11.9999 5.99998 11.9998
A 11.9998 5.99997 13.9999
B 11.9999 5.9998 15.9999
A 11.9999 5.99986 18.0001
B 12.0002 8.00005 19.9998
A 12 7.99983 1.99994
B 11.9998 7.99976 3.99982
B 12.0002 8.00006 5.9998
B 12 8.00019 8.0001
A 12.0001 8.00011 9.99982
A 12.0001 8.00017 12.0001
A 12.0001 8.00024 13.9999
B 12.0001 8.00011 15.9998
B 11.9999 7.99991 18
A 12.0001 9.99993 0.00015
A 12 10 2.00009
A 11.9998 9.99991 4.00019
A 11.9998 9.99991 5.99987
B 11.9999 10.0001 8.00017
B 11.9998 9.99979 9.99979
B 11.9999 10.0001 11.9999
A 11.9998 9.99987 13.9998
B 12.0001 9.99992 16.0001
A 11.9998 9.99999 17.9999
B 11.9999 12.0001 20
B 11.9999 12 1.99978
B 12 11.9999 4.00015
B 12.0001 12.0001 5.9999
B 11.9999 11.9999 8.00002
A 12.0001 12.0002 9.9998
A 11.9998 11.9998 12
A 12.0002 12.0002 13.9998
A 12 11.9998 15.9999
B 12.0002 12.0001 18.0001
B 12 14.0002 0.00025
A 11.9999 14 2.00014
B 12.0002 14.0001 4.00018
A 12.0001 14 6.00018
A 12.0001 13.9998 8.00008
B 11.9998 13.9998 9.99994
B 11.9998 14 12.0001
B 12.0002 14 14.0001
B 12.0002 14.0001 16
A 12.0002 14.0001 17.9997
B 11.9998 15.9998 19.9999
A 12 16.0002 2.00003
A 12.0002 15.9999 4.00006
B 12.0001 16 6.00025
B 12.0001 16.0001 8.00018
A 12.0002 15.9998 10.0002
B 11.9999 16 12.0002
B 12.0002 15.9998 14.0001
A 12 16.0001 16
B 12 15.9998 17.9998
B 11.9998 17.9998 19.9999
A 12 17.9998 2.00016
B 12 18 4.00005
A 11.9998 18 6.00019
B 12.0002 18.0003 7.99988
B 12 18.0001 10
B 11.9999 18 11.9998
A 12 17.9998 14
A 11.9998 17.9997 15.9998
B 11.9998 17.9999 18.0002
A 14.0001 19.9999 19.9998
A 14 19.9998 1.99978
A 13.9999 19.9998 3.99976
B 14.0002 0.00018 6.00025
B 14 20 7.99998
A 13.9999 3.00886e-05 10.0001
B 14.0001 0.00025 11.9998
A 14.0002 19.9998 14.0002
A 14 6e-05 15.9999
B 14.0002 8.00321e-05 17.9998
B 14 1.99982 19.9998
A 14 2.00001 2.00001
A 13.9998 2.00017 4.00022
B 14.0001 2.00009 6
B 13.9999 1.99982 7.99978
A 14.0001 2.00015 9.99993
A 13.9998 2.00003 11.9998
B 13.9999 1.99979 14
B 14.0002 2 15.9998
B 14.0001 1.99994 18
A 14.0001 3.99979 19.9999
A 14.0001 3.99992 2
B 13.9999 3.99994 3.99999
B 14.0001 3.99992 6
A 13.9999 3.99983 8.00006
A 14 4.00013 10.0002
B 14 4.00006 11.9998
B 14.0002 3.99978 14.0001
A 14.0001 4.00003 16.0002
B 14.0001 3.99983 18.0001
B 14 5.99979 19.9998
A 13.9999 6.00011 2.00005
B 14.0001 6.0002 4.00003
B 14.0002 6.00007 5.99979
A 14.0002 5.99986 7.99978
B 14 5.99998 9.99978
A 14.0001 5.99976 12.0001
A 14.0001 5.99992 14.0001
A 14.0002 6.00011 16.0001
A 14 6.0001 17.9997
A 13.9999 8.00011 19.9998
A 13.9999 7.99988 2.00012
A 13.9999 8.00012 4.00024
A 14 7.99983 6
A 14 7.99998 8.00007
B 14 7.99984 10.0001
A 13.9998 8.00002 11.9998
B 14.0001 7.9998 14
B 14.0001 8.00004 15.9998
B 13.9999 8.00015 18.0002
B 13.9998 9.99976 19.9999
A 13.9999 10 2.00023
A 13.9999 10.0002 3.99976
A 14.0001 9.99986 6.0001
A 13.9999 9.99987 7.99986
B 14.0001 9.99976 10.0002
B 13.9999 9.99982 12.0001
A 14 10.0002 14
B 14 10 16.0001
A 13.9998 10 17.9999
B 14.0002 12.0002 0.000120032
B 14 12.0001 1.99994
A 13.9998 12 4.00008
B 14.0002 12.0001 5.99975
A 13.9999 12.0002 8.00012
B 13.9999 11.9998 9.99983
A 13.9999 12 11.9998
A 14.0002 12.0001 14.0002
B 14 12.0002 16.0001
A 13.9998 12 17.9998
B 14.0002 14.0002 20
B 14.0001 14.0001 2.00009
B 13.9999 13.9998 3.99994
B 14 14.0001 5.99984
B 13.9999 14 7.9998
A 14 14 9.99992
B 13.9999 13.9999 12.0002
B 14 13.9999 14.0001
B 13.9999 14.0002 15.9998
B 14 13.9998 18
A 14.0002 16 9.99114e-05
B 13.9999 16.0001 1.99984
A 13.9998 16.0001 4.00005
B 14.0001 15.9999 6.00019
B 13.9999 16 8.00009
A 14 16.0002 10.0001
B 13.9998 15.9999 12
B 14.0001 15.9998 14.0002
B 14.0001 15.9999 16.0002
A 13.9999 16.0002 18.0001
A 14.0002 17.9999 20
A 14.0001 18.0001 1.99984
A 14.0001 17.9998 3.99999
B 14.0001 17.9999 5.99979
B 13.9999 18.0001 7.99996
B 14 17.9998 9.99986
A 14 18.0001 11.9999
B 13.9998 18 14
B 13.9999 18.0002 16.0001
A 14 18.0001 18.0002
A 16.0001 19.9999 20
A 15.9999 0.000120089 1.99991
B 16.0002 19.9998 4.00007
A 16.0002 0.000179911 6.00024
A 15.9999 20 7.99987
A 15.9998 20 10.0002
A 16.0002 19.9998 11.9999
B 16 19.9999 14.0002
A 16.0001 19.9999 15.9998
B 15.9998 19.9999 17.9999
A 16.0002 1.99977 19.9998
A 15.9999 1.99996 2.00002
B 16.0001 1.99979 4.00017
B 16.0001 2.00022 6.00024
B 15.9998 2.00007 8.00002
A 15.9998 2.0002 9.99992
A 15.9998 2.00004 11.9999
B 16.0002 2.00004 14
B 15.9999 2.00006 15.9999
B 16 2.00005 18.0001
B 16.0003 3.9998 0.00021
A 16.0001 4.00018 1.99997
B 15.9999 3.99976 3.99995
A 15.9998 4.00003 5.99995
B 16.0002 3.99981 8.00013
A 15.9998 3.99988 9.99999
B 15.9999 3.99983 11.9998
B 15.9999 4.00019 14
A 15.9999 3.99975 16.0001
A 15.9999 4.00001 18.0001
B 16 5.99996 20
B 16.0002 6.00011 2.00012
B 16 6.00002 4.00024
B 15.9998 6.00009 5.99991
A 16 5.99986 8.00014
B 15.9998 5.99978 10.0001
B 16 6.00016 11.9998
B 16.0001 6.00015 13.9999
A 16.0001 6.00012 16.0001
B 15.9999 5.99978 18.0002
B 16.0002 7.99996 19.9999
A 16.0001 8.00006 2.00017
B 16.0001 8.00022 3.99989
A 15.9998 7.99981 6.0001
B 16 7.99994 7.99984
B 16 8.00024 10.0001
B 16.0002 7.99984 11.9998
B 15.9998 7.99985 13.9998
A 16.0001 8.00019 16
B 15.9998 7.99997 17.9998
B 16.0001 10 8.00321e-05
B 16.0001 10.0001 1.99976
A 16.0003 10 4.00017
A 15.9999 10.0001 6.00007
A 15.9999 10.0001 8.00002
B 16 9.99996 9.9999
A 16.0001 10.0001 12.0001
B 16 9.99976 13.9999
A 16 10.0002 15.9998
A 15.9998 9.99979 18.0001
A 15.9999 11.9998 19.9998
A 15.9998 11.9998 1.99988
A 16 11.9999 4.00019
A 16.0002 12.0001 5.9999
B 15.9998 11.9999 8.00016
B 15.9999 11.9998 10.0002
A 16.0001 12.0001 11.9998
A 15.9998 12.0002 13.9998
A 16.0001 12 15.9998
A 16.0002 11.9999 18.0002
A 16.0001 14.0002 19.9998
A 16.0001 14.0001 1.99997
A 15.9998 13.9999 4.00023
A 16 14.0001 6.00023
B 16.0003 14 7.99984
B 16.0001 13.9999 10.0001
B 15.9998 13.9998 11.9999
A 15.9998 14.0002 14.0001
B 16 14 16.0002
A 16.0001 13.9999 17.9998
A 16.0002 16.0002 0.00022
B 15.9999 16.0002 1.99999
B 16.0002 15.9999 4.00006
A 15.9998 15.9998 5.9999
A 16.0002 16 8.00024
A 15.9998 16.0002 9.99988
A 16.0001 16.0002 12.0001
A 15.9998 16.0001 14.0001
B 15.9998 15.9999 16.0002
B 15.9998 15.9998 18.0001
B 16.0001 17.9999 19.9999
B 15.9998 18 1.99987
B 16.0002 17.9998 3.99993
A 15.9998 17.9999 5.99992
B 16 18.0002 8.00019
B 15.9998 17.9999 9.99996
A 16 18.0001 11.9999
A 16 18 14.0001
B 16.0001 17.9998 16.0001
A 16.0001 17.9998 18.0002
A 18 19.9999 19.9998
B 18 4e-05 1.99977
B 17.9998 0.000100032 3.99987
A 18.0001 0.00011 6.00024
A 18 0.0002 8.00024
B 18 19.9999 10.0001
B 18.0002 19.9999 11.9998
A 18.0001 19.9999 14.0001
B 17.9998 19.9999 16
B 17.9997 0.000180032 18
B 17.9998 1.99999 19.9999
A 18 2.00019 1.99979
B 17.9999 2.0002 4.00021
B 17.9998 2.00014 6.00021
A 17.9999 2.00012 8.00001
B 18.0002 1.99981 9.99993
A 18.0001 1.9998 11.9999
B 18.0001 1.99986 14.0001
A 18.0002 2.00022 16
B 18.0002 2 17.9999
A 18.0002 4.00007 19.9999
B 18.0002 3.99985 2.00007
A 18.0001 3.99978 3.99979
B 17.9999 4.00011 6
A 17.9998 3.99996 8.00023
B 18 4.00013 9.99999
A 18.0002 4.00005 12.0002
B 17.9999 3.99984 13.9999
B 18.0001 3.99977 15.9998
A 18 4.00013 17.9998
A 18.0001 6.00005 19.9999
A 18.0001 6.0001 2.00018
B 17.9999 5.99976 3.99987
A 18.0001 6.00006 6.00024
A 18.0002 5.99985 7.99994
A 18.0002 6.00023 9.99996
A 18.0001 5.99983 11.9999
A 17.9998 6.00001 13.9999
B 18 6.00014 16.0001
A 18 5.99996 18.0002
A 17.9998 7.99976 20
A 17.9999 7.99991 1.99979
A 18.0002 8.00011 4.00012
B 17.9999 7.99976 5.99982
A 18.0001 7.99979 8.00014
B 17.9999 8.00003 9.99977
A 17.9999 8.0002 11.9998
A 18.0001 8.00007 14.0001
A 17.9998 8.0002 16.0002
A 18.0002 7.9999 18.0001
B 17.9999 10 0.000199968
A 18 10 1.99976
A 17.9999 9.99986 3.99976
A 18.0001 10.0002 5.99999
B 18 10 7.99993
B 17.9999 10.0001 9.99993
A 17.9999 10.0002 12.0001
A 18.0002 10 13.9999
A 18.0002 9.99976 16
B 18.0002 9.99989 18
A 18 12.0002 0.000129911
B 18.0001 12.0002 1.99996
B 18 12 4.00022
A 18 12.0002 5.99996
B 17.9998 11.9999 8.00004
B 18.0001 11.9998 10.0002
B 18.0002 12 12
B 17.9998 12 14.0002
B 18.0002 12.0002 15.9998
A 17.9998 12 18
A 18 13.9999 0.00015
A 17.9999 13.9998 1.99984
A 18 13.9999 3.99979
B 18 14 5.99997
B 18 14.0001 8.00007
B 17.9998 14 10
B 18 14 12.0002
A 18.0002 14.0001 14
A 18 14.0002 16
A 18 14 18.0002
B 17.9999 16.0002 19.9998
A 18 16.0001 2.00012
A 18.0002 16.0001 4.00017
B 18 16.0003 5.99984
B 17.9998 16.0002 7.9998
A 17.9998 15.9999 9.99986
A 18.0002 16.0001 12
B 17.9999 16.0002 14.0001
B 17.9997 16.0001 15.9998
A 18.0001 15.9998 18
A 18.0002 17.9998 19.9998
A 18.0002 18.0001 1.99991
A 18.0002 18.0001 4.00015
B 17.9999 18.0002 5.9999
A 18.0001 18.0002 7.99984
B 17.9999 18 10.0002
A 18.0002 18 12.0001
B 18.0001 17.9999 13.9999
A 18.0002 18 15.9999
A 17.9998 18 17.9998
1000
Atoms. Timestep: 2
A 19.9998 19.9998 19.9996
B 0.000179872 19.9997 1.99978
A 0.000500355 6.03544e-05 4.0004
A 0.00036 19.9996 5.99988
B 6e-05 19.9999 8.0002
A 0.0004 0.0001 10.0001
A 2.03545e-05 19.9997 12.0002
A 0.00014 19.9996 14.0002
B 0.00026 0.00026 15.9997
B 20 19.9999 18
A 0.000360355 1.99952 4e-05
B 0.00034 1.99974 2.00036
A 19.9995 2.00018 4.00006
A 0.00012 1.99958 6.0002
B 20 1.99964 7.9997
B 19.9999 1.99972 9.99988
A 19.9999 2.00018 11.9995
B 19.9998 2.00044 14
B 19.9999 1.99974 16.0003
B 0.000139871 1.99958 17.9998
B 19.9999 3.99984 0.000119871
A 0.000220355 4.00032 1.99982
B 0.000320129 4.00014 4.00034
B 3.10293e-11 4.00002 5.99958
B 19.9999 4.00008 8.00046
B 19.9999 3.99966 9.99958
B 19.9998 4.00026 12.0002
B 19.9999 3.9998 14.0004
A 19.9995 3.99968 16.0003
B 19.9996 4.00044 18.0001
A 0.000239645 5.99978 7.96454e-05
B 0.000260129 5.99996 2.00034
B 0.0003 6.00038 4.00032
B 8e-05 5.99984 6.00002
B 19.9997 6.0004 7.99988
B 19.9996 6.00006 10.0001
B 19.9997 5.99974 11.9998
B 19.9998 6.00026 14.0001
B 3.98715e-05 6.00034 16.0003
A 19.9995 5.99986 18.0004
B 0.0004 7.99956 19.9999
B 19.9997 7.99962 1.99984
A 19.9997 8.00036 4.00024
A 19.9996 7.99952 6.00046
A 0.00026 8.00048 8.00022
B 0.000239872 7.9999 9.9998
A 0.000379646 8.00024 12
B 0.000120129 7.99958 13.9998
B 0.0003 7.99994 16.0002
B 19.9996 8 17.9996
A 19.9999 10.0005 19.9997
A 0.000299646 9.9996 2.00024
A 6e-05 9.99954 3.99952
B 0.00044 9.99998 5.99954
B 0.000459872 9.99972 7.99956
A 19.9996 9.99962 10.0002
A 19.9998 9.99982 12
B 19.9999 10 14.0005
B 20 10.0002 15.9996
A 19.9999 9.99964 17.9997
B 19.9998 11.9997 0.000220129
B 19.9999 12.0002 1.99996
B 19.9996 12.0005 4
A 0.00016 12 5.9998
B 19.9998 11.9997 8.00034
B 4e-05 12.0002 9.99986
A 0.0005 12 12.0004
B 19.9999 11.9998 14.0001
B 19.9999 11.9999 16
A 0.00016 12.0005 18.0005
A 0.000459646 14.0005 0.000259646
B 0.00044 14 2.0005
B 0.0004 13.9998 4.00028
A 19.9999 14.0004 6.00036
B 0.000299871 13.9998 8.00036
B 19.9999 13.9999 10.0003
A 19.9999 13.9996 11.9997
A 0.000339645 14.0003 13.9998
B 0.000180129 14 16.0001
A 19.9997 14.0001 18.0002
B 0.00044 16.0004 19.9997
A 19.9996 16.0001 2.00008
A 19.9998 16 3.99992
B 0.000379872 16 6.00026
B 19.9995 15.9998 7.99954
B 0.00028 15.9999 9.99992
A 19.9998 15.9996 11.9999
B 8.00001e-05 16.0001 13.9998
B 19.9997 16.0004 16.0001
A 0.000239645 16.0004 18.0004
A 0.000139645 18.0001 0.000380354
A 4.00001e-05 18.0002 2.0002
B 0.000340129 18 4.0003
B 5.98715e-05 17.9999 6.00004
B 6.01285e-05 17.9996 7.99952
B 19.9996 17.9998 10.0005
B 0.000100129 17.9998 12.0005
A 6.03544e-05 17.9996 13.9998
B 0.0005 18.0002 16.0005
B 19.9995 18 17.9997
B 2.00016 5.98715e-05 0.00046
A 2.00036 19.9997 2.00004
A 2.00002 19.9998 4.00024
A 2.00038 20 5.99966
A 1.99978 19.9995 7.99998
B 1.99952 19.9999 10.0001
A 1.99992 8.03544e-05 11.9996
A 1.99972 19.9999 14.0005
B 2.00046 19.9999 16.0002
A 1.9997 19.9996 18.0003
A 1.99964 1.9997 20
A 1.99964 1.99966 2.00012
B 2.0004 1.99962 4.00008
B 2.00046 1.99984 6.00026
A 2.0003 2.00044 8.00018
A 1.99992 2.00042 9.9997
A 1.99958 2.0002 12.0001
B 1.99976 1.99952 14.0001
A 1.99994 2.00036 15.9995
A 2.00032 1.99972 17.9999
A 1.9999 4 20
A 1.99998 3.99966 2.0005
B 2 3.9998 3.99974
B 1.99998 4.0003 6.00026
A 1.99968 3.99962 7.9998
A 1.99956 4.00018 9.99962
B 1.99986 4.00026 12.0004
A 2.00022 3.9998 14.0001
A 2.0002 3.9999 15.9995
A 1.99974 3.99982 18.0002
B 2.00014 6.0002 0.000320129
B 1.99986 6.00046 2.00034
B 1.99964 6.00038 3.99996
A 1.99988 6 6.0003
A 1.99962 6.00034 7.9999
A 2.00004 6.00026 9.99976
B 1.99988 6.0003 12.0004
A 2.00042 5.99974 14.0002
A 1.99964 6.00022 16.0001
A 2.00018 6.0005 17.9996
A 1.9996 7.99954 0.000359646
B 1.99964 7.99958 2.00002
A 1.9997 7.99962 4.00004
A 1.99988 7.99956 6.00024
A 2.00038 7.99976 7.99972
A 1.99994 8.00006 10.0001
B 2.00032 8.0004 12
B 1.99982 7.99968 14
A 2.00008 8.00036 16.0003
A 1.9996 7.99976 18.0003
B 2.00034 10.0005 4.00001e-05
B 1.9998 10.0005 1.99968
A 2.00046 10.0003 4.00014
A 1.99984 10.0003 6.0004
A 1.99976 9.99952 7.9999
B 2.0001 10 9.99964
B 2.00002 9.99998 12.0003
A 2.0002 9.99956 13.9999
B 1.99988 10.0001 15.9995
B 1.99992 10.0001 17.9998
B 1.99958 12.0002 8e-05
A 2.00036 12.0004 1.99976
B 1.99966 12.0001 4
A 1.99998 12.0003 6.00032
A 1.99956 12.0003 8.00024
B 1.99992 12.0003 10.0003
B 1.99956 12.0002 11.9997
A 1.99974 12.0003 14.0004
B 1.99974 11.9997 16.0002
A 2.0004 12.0002 18.0004
B 1.99972 13.9997 19.9995
A 1.99982 14.0001 1.99998
A 2.0004 13.9999 3.99996
A 2.00008 13.9999 5.9996
A 1.99978 14 7.99956
B 2.0001 14.0003 10.0001
B 1.99984 14 11.9998
B 2.00004 13.9995 13.9996
B 1.99978 13.9998 15.9999
B 1.99988 13.9999 18.0002
B 1.99976 15.9996 19.9999
B 2.00004 16.0001 2.00048
A 1.99978 16.0002 4.00022
A 1.9997 16.0001 5.99972
B 2.00016 15.9999 8.0004
A 2.0001 16.0004 10.0002
B 2.00028 15.9996 11.9996
B 1.9997 16.0002 13.9998
B 1.99974 16.0004 16.0004
B 2.0005 15.9999 17.9999
B 2.0003 17.9997 5.98715e-05
A 1.99952 17.9999 2.0001
B 1.99974 18.0004 4
A 2.00034 18.0004 5.99962
B 1.99992 17.9997 7.99976
B 1.99978 18.0003 10.0002
B 1.9997 18.0002 12
A 2.00026 18 14.0003
A 2.00036 17.9998 16.0002
B 2.0002 18.0004 17.9997
B 4.0004 19.9999 0.000440129
B 3.9998 0.0001 2.00026
A 3.99998 0.00042 3.99964
B 3.99992 19.9997 5.9996
B 3.9997 19.9998 8.0001
B 3.99966 19.9999 9.99972
A 3.99996 19.9996 12.0004
A 3.99996 19.9996 14.0003
A 4.00002 0.000240354 16.0003
A 4.00028 19.9996 17.9996
A 3.99994 2.00002 5.96455e-05
B 3.99976 2.00038 1.99996
A 4.00042 1.99954 4.00002
A 3.99988 1.99988 5.99958
B 4.00032 1.99978 8.00016
B 3.99994 1.99976 9.99988
A 4.00002 1.9996 12.0002
B 3.99982 1.99974 14.0003
A 4.0001 2.00018 16
A 3.99958 1.99956 17.9999
A 3.99972 3.99962 19.9996
A 4.0002 4.00016 1.99954
B 3.99974 4.00004 4.00028
B 4.00008 4 5.99972
B 3.99988 3.99958 7.99992
A 4.00034 3.99984 9.99968
B 4.00014 4.00002 12.0001
A 3.9998 3.99954 14
A 4.00002 4.0003 16.0005
B 3.99968 4.00024 17.9996
